n_agents,shape,conclusion,steps
6,wheel,1.0,222
6,wheel,1.0,189
6,wheel,1.0,485
6,wheel,1.0,152
6,wheel,1.0,165
6,wheel,1.0,101
6,wheel,1.0,232
6,wheel,1.0,192
6,wheel,1.0,284
6,wheel,1.0,505
6,wheel,1.0,979
6,wheel,1.0,235
6,wheel,1.0,1299
6,wheel,0.0,29
6,wheel,1.0,306
6,wheel,0.0,1
6,wheel,1.0,140
6,wheel,1.0,292
6,wheel,0.0,30
6,wheel,1.0,279
6,wheel,0.0,396
6,wheel,1.0,362
6,wheel,1.0,418
6,wheel,1.0,137
6,wheel,1.0,182
6,wheel,1.0,192
6,wheel,1.0,205
6,wheel,1.0,98
6,wheel,1.0,522
6,wheel,0.0,16
6,wheel,1.0,538
6,wheel,0.0,1
6,wheel,0.0,179
6,wheel,1.0,244
6,wheel,1.0,105
6,wheel,1.0,316
6,wheel,1.0,189
6,wheel,0.0,24
6,wheel,1.0,291
6,wheel,0.0,37
6,wheel,1.0,307
6,wheel,1.0,123
6,wheel,1.0,508
6,wheel,1.0,400
6,wheel,1.0,398
6,wheel,1.0,402
6,wheel,1.0,387
6,wheel,1.0,108
6,wheel,1.0,832
6,wheel,1.0,161
6,wheel,1.0,138
6,wheel,1.0,280
6,wheel,1.0,102
6,wheel,1.0,339
6,wheel,1.0,311
6,wheel,1.0,618
6,wheel,1.0,484
6,wheel,0.0,1
6,wheel,1.0,436
6,wheel,1.0,362
6,wheel,1.0,146
6,wheel,0.0,74
6,wheel,1.0,226
6,wheel,1.0,101
6,wheel,1.0,241
6,wheel,1.0,597
6,wheel,1.0,154
6,wheel,1.0,223
6,wheel,1.0,151
6,wheel,1.0,298
6,wheel,1.0,170
6,wheel,0.0,17
6,wheel,0.0,169
6,wheel,0.0,1
6,wheel,0.0,24
6,wheel,1.0,192
6,wheel,0.0,139
6,wheel,1.0,281
6,wheel,1.0,762
6,wheel,1.0,299
6,wheel,1.0,325
6,wheel,1.0,161
6,wheel,1.0,383
6,wheel,1.0,252
6,wheel,0.0,5
6,wheel,1.0,189
6,wheel,1.0,323
6,wheel,1.0,461
6,wheel,1.0,320
6,wheel,0.0,163
6,wheel,1.0,116
6,wheel,1.0,221
6,wheel,0.0,1
6,wheel,0.0,172
6,wheel,1.0,271
6,wheel,1.0,289
6,wheel,1.0,252
6,wheel,1.0,523
6,wheel,1.0,701
6,wheel,1.0,498
6,wheel,1.0,440
6,wheel,0.0,347
6,wheel,1.0,566
6,wheel,1.0,54
6,wheel,1.0,175
6,wheel,1.0,137
6,wheel,1.0,1455
6,wheel,1.0,519
6,wheel,1.0,979
6,wheel,1.0,454
6,wheel,1.0,103
6,wheel,1.0,400
6,wheel,1.0,386
6,wheel,0.0,6
6,wheel,1.0,193
6,wheel,0.0,1
6,wheel,1.0,408
6,wheel,1.0,152
6,wheel,1.0,113
6,wheel,0.0,2
6,wheel,1.0,684
6,wheel,0.0,1
6,wheel,0.0,1
6,wheel,1.0,182
6,wheel,1.0,229
6,wheel,1.0,269
6,wheel,1.0,462
6,wheel,1.0,68
6,wheel,1.0,125
6,wheel,1.0,245
6,wheel,1.0,435
6,wheel,1.0,257
6,wheel,0.0,105
6,wheel,1.0,609
6,wheel,1.0,572
6,wheel,1.0,665
6,wheel,1.0,182
6,wheel,1.0,480
6,wheel,1.0,647
6,wheel,1.0,743
6,wheel,1.0,305
6,wheel,1.0,430
6,wheel,1.0,210
6,wheel,1.0,545
6,wheel,1.0,146
6,wheel,1.0,115
6,wheel,1.0,352
6,wheel,1.0,168
6,wheel,1.0,229
6,wheel,1.0,891
6,wheel,1.0,244
6,wheel,0.0,10
6,wheel,0.0,8
6,wheel,1.0,115
6,wheel,1.0,286
6,wheel,1.0,136
6,wheel,1.0,556
6,wheel,1.0,69
6,wheel,1.0,761
6,wheel,1.0,172
6,wheel,0.0,1
6,wheel,1.0,202
6,wheel,1.0,264
6,wheel,1.0,337
6,wheel,1.0,178
6,wheel,1.0,330
6,wheel,1.0,199
6,wheel,1.0,99
6,wheel,1.0,407
6,wheel,1.0,615
6,wheel,1.0,93
6,wheel,1.0,149
6,wheel,1.0,242
6,wheel,1.0,247
6,wheel,1.0,268
6,wheel,1.0,320
6,wheel,1.0,235
6,wheel,1.0,254
6,wheel,1.0,316
6,wheel,1.0,72
6,wheel,1.0,630
6,wheel,1.0,228
6,wheel,0.0,1
6,wheel,0.0,10
6,wheel,1.0,387
6,wheel,1.0,195
6,wheel,1.0,249
6,wheel,1.0,313
6,wheel,1.0,464
6,wheel,1.0,505
6,wheel,1.0,251
6,wheel,1.0,411
6,wheel,1.0,140
6,wheel,0.0,174
6,wheel,1.0,234
6,wheel,0.0,323
6,wheel,1.0,210
6,wheel,1.0,444
6,wheel,1.0,126
6,wheel,1.0,130
6,wheel,1.0,196
6,wheel,1.0,415
6,wheel,1.0,221
6,wheel,1.0,193
6,wheel,1.0,186
6,wheel,1.0,82
6,wheel,1.0,181
6,wheel,0.0,43
6,wheel,1.0,502
6,wheel,1.0,140
6,wheel,1.0,180
6,wheel,1.0,138
6,wheel,1.0,155
6,wheel,1.0,244
6,wheel,0.0,4
6,wheel,1.0,252
6,wheel,1.0,134
6,wheel,1.0,341
6,wheel,1.0,653
6,wheel,1.0,473
6,wheel,0.0,1
6,wheel,0.0,70
6,wheel,1.0,214
6,wheel,1.0,81
6,wheel,1.0,303
6,wheel,1.0,106
6,wheel,0.0,45
6,wheel,1.0,178
6,wheel,1.0,194
6,wheel,0.0,8
6,wheel,1.0,155
6,wheel,0.0,42
6,wheel,1.0,198
6,wheel,1.0,543
6,wheel,1.0,256
6,wheel,1.0,191
6,wheel,1.0,555
6,wheel,0.0,63
6,wheel,0.0,72
6,wheel,1.0,228
6,wheel,1.0,98
6,wheel,1.0,243
6,wheel,1.0,444
6,wheel,1.0,254
6,wheel,0.0,39
6,wheel,1.0,167
6,wheel,1.0,420
6,wheel,1.0,462
6,wheel,0.0,15
6,wheel,1.0,481
6,wheel,1.0,460
6,wheel,1.0,201
6,wheel,1.0,214
6,wheel,1.0,176
6,wheel,1.0,205
6,wheel,1.0,138
6,wheel,1.0,530
6,wheel,1.0,516
6,wheel,1.0,102
6,wheel,1.0,363
6,wheel,0.0,62
6,wheel,1.0,114
6,wheel,0.0,48
6,wheel,1.0,235
6,wheel,1.0,109
6,wheel,1.0,754
6,wheel,1.0,159
6,wheel,0.0,6
6,wheel,1.0,512
6,wheel,1.0,250
6,wheel,1.0,500
6,wheel,0.0,9
6,wheel,1.0,223
6,wheel,1.0,325
6,wheel,1.0,549
6,wheel,1.0,283
6,wheel,1.0,930
6,wheel,1.0,417
6,wheel,1.0,149
6,wheel,1.0,153
6,wheel,1.0,197
6,wheel,1.0,232
6,wheel,1.0,165
6,wheel,0.0,3
6,wheel,1.0,526
6,wheel,1.0,516
6,wheel,1.0,351
6,wheel,1.0,199
6,wheel,1.0,272
6,wheel,1.0,773
6,wheel,1.0,167
6,wheel,1.0,227
6,wheel,0.0,59
6,wheel,1.0,372
6,wheel,1.0,309
6,wheel,1.0,410
6,wheel,0.0,81
6,wheel,1.0,265
6,wheel,1.0,375
6,wheel,1.0,278
6,wheel,1.0,259
6,wheel,1.0,340
6,wheel,0.0,220
6,wheel,1.0,165
6,wheel,0.0,183
6,wheel,1.0,423
6,wheel,1.0,513
6,wheel,1.0,500
6,wheel,1.0,176
6,wheel,1.0,295
6,wheel,0.0,1
6,wheel,1.0,474
6,wheel,1.0,231
6,wheel,1.0,364
6,wheel,1.0,151
6,wheel,1.0,204
6,wheel,1.0,483
6,wheel,1.0,218
6,wheel,1.0,516
6,wheel,1.0,538
6,wheel,1.0,216
6,wheel,1.0,437
6,wheel,1.0,729
6,wheel,1.0,318
6,wheel,1.0,192
6,wheel,1.0,300
6,wheel,1.0,594
6,wheel,1.0,133
6,wheel,1.0,65
6,wheel,1.0,131
6,wheel,0.0,1
6,wheel,1.0,159
6,wheel,1.0,311
6,wheel,1.0,382
6,wheel,1.0,648
6,wheel,1.0,207
6,wheel,1.0,313
6,wheel,1.0,457
6,wheel,0.0,17
6,wheel,0.0,1
6,wheel,1.0,377
6,wheel,1.0,403
6,wheel,1.0,278
6,wheel,1.0,332
6,wheel,1.0,263
6,wheel,1.0,480
6,wheel,1.0,287
6,wheel,0.0,84
6,wheel,1.0,483
6,wheel,1.0,300
6,wheel,1.0,572
6,wheel,0.0,129
6,wheel,1.0,146
6,wheel,1.0,71
6,wheel,1.0,318
6,wheel,1.0,269
6,wheel,1.0,165
6,wheel,1.0,61
6,wheel,1.0,200
6,wheel,1.0,232
6,wheel,1.0,222
6,wheel,1.0,205
6,wheel,1.0,326
6,wheel,1.0,190
6,wheel,1.0,260
6,wheel,1.0,597
6,wheel,1.0,144
6,wheel,1.0,304
6,wheel,1.0,256
6,wheel,1.0,542
6,wheel,1.0,369
6,wheel,1.0,282
6,wheel,1.0,283
6,wheel,1.0,238
6,wheel,1.0,55
6,wheel,1.0,605
6,wheel,1.0,409
6,wheel,1.0,851
6,wheel,1.0,579
6,wheel,1.0,252
6,wheel,1.0,218
6,wheel,1.0,477
6,wheel,1.0,164
6,wheel,1.0,407
6,wheel,1.0,202
6,wheel,1.0,488
6,wheel,1.0,274
6,wheel,1.0,282
6,wheel,1.0,308
6,wheel,1.0,472
6,wheel,1.0,134
6,wheel,1.0,223
6,wheel,1.0,159
6,wheel,1.0,696
6,wheel,0.0,7
6,wheel,1.0,1348
6,wheel,0.0,75
6,wheel,1.0,1588
6,wheel,1.0,184
6,wheel,1.0,531
6,wheel,1.0,572
6,wheel,1.0,345
6,wheel,1.0,1209
6,wheel,1.0,273
6,wheel,1.0,218
6,wheel,1.0,262
6,wheel,1.0,631
6,wheel,1.0,634
6,wheel,1.0,325
6,wheel,1.0,177
6,wheel,1.0,88
6,wheel,1.0,280
6,wheel,1.0,174
6,wheel,1.0,82
6,wheel,1.0,210
6,wheel,1.0,209
6,wheel,0.0,7
6,wheel,1.0,238
6,wheel,1.0,378
6,wheel,1.0,113
6,wheel,1.0,110
6,wheel,1.0,328
6,wheel,1.0,353
6,wheel,1.0,322
6,wheel,1.0,886
6,wheel,1.0,217
6,wheel,1.0,78
6,wheel,1.0,257
6,wheel,1.0,141
6,wheel,1.0,290
6,wheel,1.0,480
6,wheel,1.0,741
6,wheel,1.0,205
6,wheel,0.0,119
6,wheel,1.0,362
6,wheel,1.0,350
6,wheel,1.0,118
6,wheel,1.0,568
6,wheel,1.0,200
6,wheel,0.0,102
6,wheel,0.0,13
6,wheel,1.0,81
6,wheel,1.0,186
6,wheel,1.0,138
6,wheel,1.0,228
6,wheel,0.0,27
6,wheel,1.0,284
6,wheel,0.0,54
6,wheel,1.0,596
6,wheel,1.0,721
6,wheel,1.0,325
6,wheel,1.0,302
6,wheel,0.0,13
6,wheel,1.0,248
6,wheel,0.0,285
6,wheel,1.0,314
6,wheel,1.0,463
6,wheel,1.0,340
6,wheel,1.0,545
6,wheel,0.0,101
6,wheel,0.0,33
6,wheel,1.0,243
6,wheel,1.0,318
6,wheel,1.0,91
6,wheel,1.0,360
6,wheel,1.0,289
6,wheel,1.0,314
6,wheel,1.0,283
6,wheel,1.0,650
6,wheel,1.0,1103
6,wheel,1.0,101
6,wheel,1.0,284
6,wheel,1.0,388
6,wheel,1.0,201
6,wheel,1.0,376
6,wheel,1.0,456
6,wheel,1.0,554
6,wheel,1.0,270
6,wheel,1.0,299
6,wheel,1.0,303
6,wheel,1.0,643
6,wheel,1.0,171
6,wheel,1.0,402
6,wheel,1.0,118
6,wheel,1.0,319
6,wheel,1.0,836
6,wheel,1.0,263
6,wheel,1.0,664
6,wheel,1.0,740
6,wheel,1.0,250
6,wheel,1.0,508
6,wheel,1.0,253
6,wheel,1.0,208
6,wheel,1.0,234
6,wheel,1.0,218
6,wheel,1.0,1421
6,wheel,0.0,60
6,wheel,0.0,101
6,wheel,1.0,132
6,wheel,1.0,197
6,wheel,1.0,280
6,wheel,0.0,51
6,wheel,0.0,9
6,wheel,1.0,167
6,wheel,1.0,455
6,wheel,1.0,169
6,wheel,1.0,211
6,wheel,1.0,246
6,wheel,0.0,1
6,wheel,1.0,319
6,wheel,0.0,21
6,wheel,0.0,134
6,wheel,1.0,426
6,wheel,1.0,98
6,wheel,1.0,185
6,wheel,1.0,300
6,wheel,1.0,183
6,wheel,1.0,365
6,wheel,1.0,290
6,wheel,1.0,220
6,wheel,1.0,372
6,wheel,1.0,558
6,wheel,1.0,176
6,wheel,0.0,518
6,wheel,0.0,148
6,wheel,0.0,46
6,wheel,1.0,673
6,wheel,1.0,262
6,wheel,1.0,88
6,wheel,1.0,373
6,wheel,0.0,34
6,wheel,1.0,472
6,wheel,1.0,297
6,wheel,1.0,275
6,wheel,1.0,183
6,wheel,0.0,109
6,wheel,0.0,83
6,wheel,1.0,201
6,wheel,0.0,49
6,wheel,1.0,549
6,wheel,0.0,23
6,wheel,1.0,284
6,wheel,1.0,623
6,wheel,1.0,424
6,wheel,1.0,411
6,wheel,1.0,151
6,wheel,1.0,210
6,wheel,1.0,300
6,wheel,1.0,230
6,wheel,1.0,504
6,wheel,1.0,117
6,wheel,1.0,33
6,wheel,0.0,1
6,wheel,1.0,404
6,wheel,1.0,307
6,wheel,1.0,259
6,wheel,1.0,747
6,wheel,1.0,88
6,wheel,1.0,259
6,wheel,1.0,216
6,wheel,1.0,416
6,wheel,1.0,359
6,wheel,0.0,29
6,wheel,1.0,565
6,wheel,1.0,325
6,wheel,1.0,449
6,wheel,1.0,479
6,wheel,0.0,22
6,wheel,0.0,67
6,wheel,1.0,693
6,wheel,1.0,239
6,wheel,1.0,812
6,wheel,1.0,376
6,wheel,1.0,170
6,wheel,1.0,395
6,wheel,1.0,176
6,wheel,1.0,138
6,wheel,1.0,566
6,wheel,1.0,300
6,wheel,1.0,442
6,wheel,1.0,455
6,wheel,1.0,363
6,wheel,1.0,471
6,wheel,1.0,282
6,wheel,1.0,180
6,wheel,1.0,269
6,wheel,1.0,699
6,wheel,1.0,1050
6,wheel,1.0,332
6,wheel,1.0,310
6,wheel,1.0,341
6,wheel,1.0,215
6,wheel,1.0,434
6,wheel,1.0,94
6,wheel,1.0,576
6,wheel,1.0,191
6,wheel,1.0,218
6,wheel,1.0,179
6,wheel,1.0,310
6,wheel,1.0,299
6,wheel,1.0,298
6,wheel,1.0,279
6,wheel,1.0,934
6,wheel,1.0,315
6,wheel,0.0,9
6,wheel,1.0,350
6,wheel,1.0,784
6,wheel,1.0,332
6,wheel,1.0,142
6,wheel,1.0,117
6,wheel,0.0,18
6,wheel,1.0,300
6,complete,1.0,101
6,complete,1.0,232
6,complete,1.0,149
6,complete,1.0,115
6,complete,0.0,50
6,complete,1.0,125
6,complete,1.0,80
6,complete,1.0,73
6,complete,0.0,20
6,complete,0.0,23
6,complete,1.0,187
6,complete,1.0,136
6,complete,1.0,127
6,complete,0.0,37
6,complete,1.0,122
6,complete,1.0,162
6,complete,0.0,32
6,complete,0.0,40
6,complete,1.0,339
6,complete,1.0,83
6,complete,1.0,146
6,complete,1.0,159
6,complete,1.0,46
6,complete,0.0,226
6,complete,1.0,155
6,complete,1.0,82
6,complete,1.0,255
6,complete,1.0,100
6,complete,0.0,56
6,complete,1.0,118
6,complete,1.0,363
6,complete,1.0,71
6,complete,1.0,287
6,complete,1.0,160
6,complete,1.0,127
6,complete,1.0,66
6,complete,0.0,12
6,complete,1.0,94
6,complete,1.0,125
6,complete,1.0,315
6,complete,0.0,8
6,complete,1.0,214
6,complete,1.0,78
6,complete,1.0,137
6,complete,1.0,271
6,complete,1.0,331
6,complete,1.0,200
6,complete,1.0,170
6,complete,1.0,620
6,complete,1.0,127
6,complete,0.0,10
6,complete,1.0,68
6,complete,1.0,31
6,complete,1.0,108
6,complete,1.0,324
6,complete,1.0,183
6,complete,1.0,344
6,complete,0.0,145
6,complete,0.0,176
6,complete,1.0,347
6,complete,1.0,31
6,complete,1.0,65
6,complete,1.0,137
6,complete,1.0,122
6,complete,1.0,310
6,complete,1.0,149
6,complete,1.0,86
6,complete,1.0,214
6,complete,1.0,73
6,complete,1.0,191
6,complete,1.0,402
6,complete,0.0,36
6,complete,1.0,58
6,complete,1.0,76
6,complete,1.0,266
6,complete,1.0,124
6,complete,1.0,179
6,complete,0.0,8
6,complete,1.0,252
6,complete,1.0,167
6,complete,0.0,1
6,complete,0.0,93
6,complete,1.0,121
6,complete,1.0,262
6,complete,1.0,53
6,complete,1.0,92
6,complete,1.0,270
6,complete,1.0,48
6,complete,1.0,161
6,complete,0.0,36
6,complete,1.0,75
6,complete,1.0,51
6,complete,1.0,259
6,complete,0.0,10
6,complete,1.0,182
6,complete,0.0,1
6,complete,1.0,109
6,complete,1.0,161
6,complete,1.0,99
6,complete,0.0,100
6,complete,0.0,99
6,complete,1.0,73
6,complete,1.0,149
6,complete,1.0,316
6,complete,1.0,157
6,complete,1.0,40
6,complete,1.0,232
6,complete,1.0,128
6,complete,1.0,61
6,complete,1.0,220
6,complete,1.0,445
6,complete,0.0,2
6,complete,1.0,119
6,complete,1.0,188
6,complete,1.0,157
6,complete,1.0,125
6,complete,1.0,278
6,complete,1.0,124
6,complete,1.0,172
6,complete,1.0,159
6,complete,1.0,188
6,complete,1.0,101
6,complete,1.0,50
6,complete,1.0,120
6,complete,1.0,152
6,complete,1.0,192
6,complete,1.0,52
6,complete,1.0,143
6,complete,0.0,16
6,complete,1.0,285
6,complete,1.0,90
6,complete,1.0,290
6,complete,1.0,164
6,complete,1.0,128
6,complete,1.0,207
6,complete,1.0,103
6,complete,1.0,122
6,complete,1.0,64
6,complete,1.0,368
6,complete,1.0,240
6,complete,1.0,34
6,complete,1.0,143
6,complete,0.0,4
6,complete,1.0,137
6,complete,1.0,300
6,complete,1.0,67
6,complete,0.0,86
6,complete,1.0,104
6,complete,0.0,42
6,complete,0.0,35
6,complete,0.0,19
6,complete,1.0,257
6,complete,1.0,101
6,complete,1.0,142
6,complete,1.0,67
6,complete,0.0,1
6,complete,1.0,205
6,complete,1.0,197
6,complete,1.0,42
6,complete,1.0,185
6,complete,0.0,176
6,complete,1.0,214
6,complete,0.0,131
6,complete,1.0,172
6,complete,1.0,235
6,complete,1.0,181
6,complete,1.0,82
6,complete,1.0,133
6,complete,1.0,121
6,complete,1.0,97
6,complete,0.0,39
6,complete,1.0,198
6,complete,1.0,191
6,complete,1.0,381
6,complete,1.0,54
6,complete,1.0,226
6,complete,1.0,203
6,complete,1.0,79
6,complete,0.0,5
6,complete,1.0,74
6,complete,1.0,123
6,complete,1.0,166
6,complete,1.0,87
6,complete,1.0,305
6,complete,1.0,124
6,complete,1.0,484
6,complete,1.0,145
6,complete,1.0,518
6,complete,1.0,194
6,complete,1.0,132
6,complete,1.0,152
6,complete,1.0,171
6,complete,1.0,160
6,complete,1.0,202
6,complete,0.0,1
6,complete,1.0,296
6,complete,1.0,165
6,complete,1.0,109
6,complete,0.0,289
6,complete,1.0,155
6,complete,1.0,172
6,complete,1.0,195
6,complete,1.0,147
6,complete,1.0,35
6,complete,0.0,236
6,complete,1.0,137
6,complete,1.0,82
6,complete,0.0,53
6,complete,1.0,53
6,complete,1.0,141
6,complete,1.0,161
6,complete,1.0,95
6,complete,1.0,124
6,complete,1.0,72
6,complete,1.0,88
6,complete,0.0,26
6,complete,1.0,199
6,complete,1.0,345
6,complete,0.0,20
6,complete,1.0,63
6,complete,0.0,54
6,complete,1.0,213
6,complete,1.0,69
6,complete,1.0,233
6,complete,1.0,99
6,complete,1.0,232
6,complete,1.0,100
6,complete,0.0,97
6,complete,1.0,208
6,complete,1.0,293
6,complete,1.0,72
6,complete,1.0,297
6,complete,1.0,346
6,complete,0.0,8
6,complete,1.0,270
6,complete,1.0,253
6,complete,1.0,169
6,complete,1.0,105
6,complete,1.0,171
6,complete,1.0,71
6,complete,1.0,362
6,complete,1.0,121
6,complete,1.0,48
6,complete,1.0,136
6,complete,1.0,195
6,complete,1.0,58
6,complete,1.0,193
6,complete,1.0,90
6,complete,1.0,437
6,complete,1.0,220
6,complete,1.0,167
6,complete,1.0,143
6,complete,1.0,468
6,complete,1.0,206
6,complete,0.0,1
6,complete,0.0,34
6,complete,1.0,127
6,complete,0.0,34
6,complete,1.0,167
6,complete,0.0,31
6,complete,1.0,249
6,complete,1.0,179
6,complete,1.0,213
6,complete,1.0,62
6,complete,1.0,101
6,complete,0.0,54
6,complete,1.0,218
6,complete,1.0,47
6,complete,1.0,90
6,complete,0.0,212
6,complete,1.0,171
6,complete,1.0,144
6,complete,1.0,190
6,complete,1.0,337
6,complete,1.0,90
6,complete,1.0,157
6,complete,1.0,215
6,complete,0.0,19
6,complete,1.0,364
6,complete,1.0,264
6,complete,1.0,311
6,complete,1.0,174
6,complete,1.0,118
6,complete,1.0,192
6,complete,1.0,357
6,complete,1.0,108
6,complete,1.0,188
6,complete,1.0,86
6,complete,0.0,1
6,complete,1.0,151
6,complete,1.0,125
6,complete,1.0,102
6,complete,1.0,254
6,complete,1.0,106
6,complete,0.0,69
6,complete,1.0,266
6,complete,1.0,86
6,complete,1.0,210
6,complete,0.0,9
6,complete,0.0,26
6,complete,1.0,121
6,complete,1.0,59
6,complete,1.0,63
6,complete,0.0,2
6,complete,0.0,12
6,complete,0.0,31
6,complete,1.0,234
6,complete,1.0,150
6,complete,1.0,79
6,complete,1.0,206
6,complete,1.0,220
6,complete,1.0,221
6,complete,1.0,62
6,complete,1.0,147
6,complete,0.0,68
6,complete,1.0,333
6,complete,0.0,88
6,complete,1.0,71
6,complete,1.0,166
6,complete,1.0,313
6,complete,0.0,96
6,complete,1.0,169
6,complete,1.0,66
6,complete,1.0,192
6,complete,1.0,133
6,complete,0.0,290
6,complete,1.0,825
6,complete,1.0,159
6,complete,1.0,232
6,complete,1.0,206
6,complete,1.0,155
6,complete,1.0,65
6,complete,1.0,145
6,complete,1.0,236
6,complete,1.0,145
6,complete,1.0,301
6,complete,1.0,515
6,complete,1.0,57
6,complete,1.0,305
6,complete,1.0,112
6,complete,0.0,80
6,complete,0.0,7
6,complete,1.0,283
6,complete,1.0,76
6,complete,1.0,58
6,complete,1.0,100
6,complete,1.0,139
6,complete,1.0,124
6,complete,1.0,143
6,complete,1.0,76
6,complete,0.0,28
6,complete,1.0,132
6,complete,1.0,200
6,complete,1.0,98
6,complete,1.0,115
6,complete,1.0,255
6,complete,1.0,232
6,complete,1.0,110
6,complete,0.0,166
6,complete,1.0,58
6,complete,1.0,164
6,complete,1.0,111
6,complete,1.0,176
6,complete,1.0,53
6,complete,0.0,24
6,complete,1.0,357
6,complete,0.0,413
6,complete,0.0,50
6,complete,1.0,478
6,complete,1.0,123
6,complete,1.0,235
6,complete,1.0,179
6,complete,1.0,72
6,complete,1.0,240
6,complete,1.0,114
6,complete,1.0,197
6,complete,1.0,167
6,complete,1.0,269
6,complete,1.0,235
6,complete,1.0,193
6,complete,1.0,84
6,complete,1.0,145
6,complete,1.0,169
6,complete,1.0,88
6,complete,1.0,192
6,complete,1.0,110
6,complete,0.0,217
6,complete,1.0,249
6,complete,0.0,4
6,complete,0.0,1
6,complete,0.0,15
6,complete,1.0,80
6,complete,1.0,78
6,complete,1.0,88
6,complete,0.0,382
6,complete,1.0,141
6,complete,1.0,335
6,complete,1.0,232
6,complete,1.0,292
6,complete,1.0,182
6,complete,1.0,45
6,complete,1.0,319
6,complete,0.0,19
6,complete,1.0,383
6,complete,1.0,49
6,complete,1.0,202
6,complete,1.0,149
6,complete,1.0,340
6,complete,1.0,59
6,complete,1.0,151
6,complete,1.0,93
6,complete,1.0,77
6,complete,1.0,127
6,complete,1.0,136
6,complete,1.0,74
6,complete,1.0,151
6,complete,1.0,117
6,complete,1.0,142
6,complete,0.0,312
6,complete,1.0,233
6,complete,0.0,7
6,complete,1.0,120
6,complete,1.0,289
6,complete,0.0,100
6,complete,1.0,85
6,complete,1.0,468
6,complete,0.0,23
6,complete,1.0,263
6,complete,1.0,302
6,complete,1.0,172
6,complete,0.0,1
6,complete,1.0,139
6,complete,0.0,7
6,complete,1.0,139
6,complete,1.0,209
6,complete,1.0,428
6,complete,1.0,43
6,complete,1.0,161
6,complete,1.0,126
6,complete,1.0,110
6,complete,1.0,165
6,complete,1.0,131
6,complete,0.0,75
6,complete,1.0,345
6,complete,1.0,155
6,complete,0.0,59
6,complete,1.0,134
6,complete,1.0,266
6,complete,1.0,205
6,complete,1.0,129
6,complete,1.0,136
6,complete,0.0,10
6,complete,1.0,115
6,complete,0.0,35
6,complete,1.0,186
6,complete,1.0,74
6,complete,1.0,332
6,complete,1.0,47
6,complete,1.0,155
6,complete,1.0,162
6,complete,1.0,72
6,complete,0.0,43
6,complete,1.0,338
6,complete,1.0,427
6,complete,1.0,192
6,complete,1.0,479
6,complete,1.0,351
6,complete,1.0,246
6,complete,1.0,131
6,complete,1.0,119
6,complete,1.0,411
6,complete,1.0,111
6,complete,1.0,360
6,complete,1.0,166
6,complete,1.0,189
6,complete,1.0,77
6,complete,1.0,199
6,complete,0.0,100
6,complete,1.0,84
6,complete,0.0,272
6,complete,0.0,1
6,complete,0.0,95
6,complete,1.0,192
6,complete,1.0,90
6,complete,1.0,215
6,complete,1.0,118
6,complete,1.0,77
6,complete,1.0,166
6,complete,1.0,500
6,complete,1.0,654
6,complete,1.0,143
6,complete,1.0,219
6,complete,1.0,139
6,complete,1.0,96
6,complete,1.0,149
6,complete,1.0,169
6,complete,0.0,46
6,complete,1.0,180
6,complete,1.0,101
6,complete,1.0,299
6,complete,1.0,81
6,complete,0.0,11
6,complete,1.0,216
6,complete,1.0,85
6,complete,1.0,262
6,complete,1.0,122
6,complete,1.0,271
6,complete,1.0,122
6,complete,1.0,353
6,complete,1.0,139
6,complete,1.0,102
6,complete,1.0,58
6,complete,1.0,73
6,complete,1.0,243
6,complete,1.0,256
6,complete,1.0,63
6,complete,1.0,107
6,complete,1.0,45
6,complete,1.0,125
6,complete,1.0,345
6,complete,0.0,229
6,complete,1.0,266
6,complete,0.0,1
6,complete,0.0,23
6,complete,1.0,64
6,complete,1.0,276
6,complete,1.0,411
6,complete,1.0,163
6,complete,0.0,32
6,complete,1.0,74
6,complete,1.0,166
6,complete,1.0,65
6,complete,1.0,100
6,complete,1.0,87
6,complete,1.0,103
6,complete,1.0,186
6,complete,1.0,188
6,complete,0.0,378
6,complete,1.0,149
6,complete,1.0,91
6,complete,1.0,376
6,complete,1.0,289
6,complete,0.0,109
6,complete,1.0,66
6,complete,1.0,112
6,complete,1.0,92
6,complete,1.0,138
6,complete,1.0,69
6,complete,1.0,104
6,complete,1.0,76
6,complete,0.0,160
6,complete,1.0,146
6,complete,1.0,108
6,complete,1.0,312
6,complete,1.0,54
6,complete,1.0,233
6,complete,1.0,152
6,complete,1.0,202
6,complete,1.0,155
6,complete,1.0,432
6,complete,1.0,84
6,complete,1.0,71
6,complete,1.0,43
6,complete,1.0,108
6,complete,1.0,77
6,complete,1.0,755
6,complete,0.0,65
6,complete,1.0,305
6,complete,0.0,23
6,complete,1.0,193
6,complete,1.0,273
6,complete,0.0,42
6,complete,1.0,106
6,complete,0.0,39
6,complete,0.0,15
6,complete,1.0,160
6,complete,1.0,250
6,complete,1.0,174
6,complete,1.0,356
6,complete,1.0,180
6,complete,1.0,119
6,complete,1.0,318
6,complete,0.0,1
6,complete,1.0,177
6,complete,0.0,125
6,complete,0.0,69
6,complete,1.0,74
6,complete,1.0,51
6,complete,0.0,1
6,complete,1.0,156
6,complete,1.0,325
6,complete,1.0,153
6,complete,1.0,310
6,complete,1.0,266
6,complete,1.0,127
6,complete,1.0,93
6,complete,1.0,218
6,complete,1.0,115
6,complete,0.0,246
6,complete,1.0,217
6,complete,0.0,104
6,complete,0.0,1
